"UID","JOB_CATEGORY","JOB_DEP","Working_hours","eco_sect","Terms_of_emp","Employer_type","Emolument","JOB_CONDITION","employee_count","Work_description"
1984,"O","03",265,"NZ","TTP","ct_9",13298,"K","tr_1","671c"
1993,"O","23",1469,"HZ","CDI","ct_9",16612,"P","tr_1","643a"
1995,"O","03",1727,"CH","CDI","ct_9",18750,"C","tr_3","634b"
1996,"O","03",1820,"PZ","CDI","ct_8",21589,"C","tr_4","372c"
2000,"O","03",1910,"EZ","CDI","ct_9",22892,"C","tr_5","641a"
2004,"O","03",1768,"JA","CDI","ct_8",16100,"P","tr_1","352a"
2010,"O","03",507,"QA","CDI","ct_6",11388,"C","tr_1","542a"
2012,"O","03",1664,"NZ","CDI","ct_8",29100,"C","tr_1","434b"
2026,"O","03",2191,"CL","CDI","ct_9",29167,"C","tr_6","623g"
2030,"O","03",1386,"PZ","CDI","ct_1",16189,"P","tr_3","422e"
2033,"O","03",1820,"PZ","CDI","ct_8",25645,"C","tr_4","423b"
2036,"O","03",2200,"CM","CDI","ct_9",61154,"C","tr_5","373d"
2042,"O","03",1455,"QA","CDI","ct_9",12993,"P","tr_6","526a"
2051,"O","03",2500,"HZ","CDI","ct_9",19812,"C","tr_3","641a"
2056,"O","03",2200,"CM","CDI","ct_9",66572,"C","tr_5","373d"
2060,"O","03",2044,"HZ","CDI","ct_9",21902,"C","tr_3","641a"
2061,"O","03",1847,"CI","CDI","ct_9",29019,"C","tr_6","672a"
2066,"O","03",1821,"OZ","AUT","ct_2",21257,"C","tr_5","523c"
2070,"O","63",2133,"CG","CDI","ct_9",51634,"C","tr_6","384b"
2076,"O","03",182,"SZ","CDD","ct_8",2377,"Y","tr_1","564b"
2079,"O","03",1881,"CH","CDI","ct_9",29767,"C","tr_3","673a"
2083,"O","03",1820,"KZ","CDI","ct_9",26932,"C","tr_2","545b"
2091,"O","42",925,"NZ","CDI","ct_8",6258,"C","tr_1","552a"
2092,"O","71",1239,"MA","CDD","ct_6",10149,"C","tr_1","461b"
2094,"O","03",1820,"QA","CDI","ct_9",32778,"C","tr_5","431a"
2098,"O","03",326,"BZ","CDI","ct_9",5277,"P","tr_1","621g"
2100,"O","03",1636,"CH","CDI","ct_9",27410,"C","tr_6","477a"
2101,"O","03",1570,"HZ","CDI","ct_6",12710,"P","tr_1","542a"
2112,"O","03",1664,"NZ","CDI","ct_8",29275,"C","tr_1","434b"
2113,"O","03",1820,"HZ","AUT","ct_5",24460,"C","tr_4","543h"
2117,"O","03",1805,"CK","CDI","ct_9",29069,"C","tr_6","431f"
2122,"O","03",1596,"NZ","TTP","ct_9",16548,"C","tr_5","673b"
2123,"O","63",1846,"CG","CDI","ct_9",26970,"C","tr_6","626b"
2127,"O","03",1974,"CB","CDI","ct_9",15723,"C","tr_4","675a"
2131,"O","03",1749,"CH","CDI","ct_9",25658,"C","tr_5","623e"
2134,"O","03",1820,"PZ","CDI","ct_8",25568,"C","tr_3","341a"
2135,"O","03",1820,"QA","CDI","ct_8",29914,"C","tr_3","542a"
2141,"O","03",1820,"GZ","CDI","ct_9",17872,"C","tr_1","463c"
2150,"O","03",2113,"IZ","CDI","ct_9",16789,"C","tr_1","561c"
2159,"O","03",1820,"PZ","CDI","ct_8",33266,"C","tr_2","341a"
2164,"O","03",1284,"KZ","CDI","ct_6",9422,"C","tr_1","467c"
2166,"O","03",505,"PZ","CDI","ct_8",8896,"P","tr_2","341a"
2169,"O","03",1956,"QA","AUT","ct_3",24889,"C","tr_6","632k"
2179,"O","63",1916,"GZ","CDI","ct_9",49714,"C","tr_3","388a"
2186,"O","03",1456,"SZ","CDI","ct_9",14665,"P","tr_1","562b"
2193,"O","78",1613,"FZ","CDI","ct_9",21732,"C","tr_5","534a"
2203,"O","03",1820,"GZ","CDI","ct_9",20511,"C","tr_1","543f"
2211,"O","03",910,"QB","CDI","ct_8",5431,"P","tr_5","684a"
2212,"O","03",1845,"QA","CDI","ct_9",16275,"C","tr_2","526b"
2228,"O","03",1959,"FZ","CDI","ct_6",22507,"C","tr_3","477b"
2242,"O","03",1820,"PZ","AUT","ct_2",27674,"C","tr_1","421b"
2251,"O","03",1852,"CI","CDI","ct_9",21615,"C","tr_6","477b"
2257,"O","03",1820,"QA","AUT","ct_3",32801,"C","tr_6","431f"
2260,"O","92",1820,"MC","CDI","ct_9",17117,"C","tr_6","462d"
2263,"O","03",1820,"GZ","CDI","ct_9",21957,"C","tr_2","542a"
2275,"O","03",1819,"QA","CDI","ct_9",26852,"C","tr_5","477a"
2279,"O","03",1041,"GZ","CDI","ct_9",12503,"C","tr_2","462a"
2291,"O","71",1257,"QA","CDI","ct_8",10170,"P","tr_5","525d"
2292,"O","63",1866,"NZ","CDI","ct_9",15463,"C","tr_5","534a"
2295,"O","03",1826,"CC","CDI","ct_9",33979,"C","tr_3","477b"
2298,"A","03",1146,"GZ","APP","ct_9",4344,"C","tr_2","683a"
2300,"O","03",1386,"PZ","CDI","ct_1",16020,"P","tr_3","422e"
2310,"O","03",1386,"PZ","CDI","ct_1",17209,"P","tr_3","422e"
2313,"O","03",1709,"CG","CDI","ct_9",44722,"P","tr_6","387e"
2317,"O","03",1386,"PZ","CDI","ct_1",16411,"P","tr_3","422e"
2328,"O","03",3000,"QB","CDI","ct_7",17177,"D","tr_1","563a"
2335,"O","03",1870,"CA","CDI","ct_9",25464,"C","tr_2","625d"
2337,"O","03",1489,"QA","CDI","ct_9",14893,"C","tr_1","526e"
2339,"O","03",1860,"LZ","CDI","ct_9",18454,"C","tr_3","542a"
2340,"O","03",1976,"CI","CDI","ct_9",24360,"C","tr_6","477a"
2348,"O","04",1206,"PZ","CDI","ct_6",14123,"P","tr_1","423a"
2351,"O","04",1950,"NZ","CDI","ct_9",27080,"C","tr_1","486d"
2353,"O","04",2122,"MB","CDI","ct_9",26619,"C","tr_2","641a"
2362,"O","04",1846,"MA","CDI","ct_8",31389,"C","tr_3","543b"
2375,"O","04",1820,"QB","CDI","ct_8",22536,"P","tr_3","461c"
2380,"O","04",910,"QB","CDI","ct_8",11010,"P","tr_3","479b"
2381,"O","13",1819,"HZ","CDI","ct_9",32223,"C","tr_6","333c"
2388,"O","04",404,"OZ","CDD","ct_1",4030,"K","tr_4","543g"
2393,"O","13",1791,"MB","CDI","ct_5",25852,"C","tr_6","479a"
2396,"O","04",1523,"QB","CDI","ct_9",14830,"C","tr_4","526a"
2400,"O","04",728,"SZ","AUT","ct_4",8568,"P","tr_3","461e"
2402,"O","04",2002,"QB","CDI","ct_8",26233,"P","tr_1","434d"
2403,"O","04",910,"OZ","AUT","ct_2",9269,"P","tr_6","524c"
2417,"O","04",1711,"QB","CDI","ct_8",17391,"C","tr_3","423b"
2437,"O","04",1386,"IZ","CDI","ct_9",19302,"K","tr_0","561f"
2441,"O","04",2391,"HZ","CDI","ct_9",20557,"C","tr_3","641a"
2447,"O","13",108,"MA","CDI","ct_9",2099,"C","tr_6","372d"
2449,"O","04",2391,"HZ","CDI","ct_9",21568,"C","tr_3","641a"
2451,"O","04",1766,"GZ","CDI","ct_9",14726,"C","tr_5","636a"
2453,"O","04",1820,"KZ","CDI","ct_9",28210,"C","tr_6","467b"
2495,"O","04",1519,"FZ","CDI","ct_9",16713,"C","tr_1","621e"
2497,"O","04",1838,"CE","CDI","ct_9",26910,"C","tr_5","625c"
2498,"O","04",2086,"CA","CDI","ct_9",19516,"C","tr_1","636c"
2501,"O","04",1721,"KZ","CDI","ct_9",38035,"C","tr_6","467b"
2507,"O","04",1116,"QA","CDD","ct_9",14591,"K","tr_4","525d"
2515,"O","04",1638,"GZ","CDI","ct_6",14353,"P","tr_1","433d"
2524,"O","04",336,"NZ","CDI","ct_9",13061,"P","tr_1","684a"
2527,"O","04",1745,"GZ","CDI","ct_9",20823,"C","tr_1","462a"
2549,"O","04",1118,"GZ","CDI","ct_9",16047,"C","tr_2","462b"
2553,"O","04",1829,"KZ","CDI","ct_9",29918,"C","tr_2","376d"
2561,"O","04",1143,"GZ","CDI","ct_9",12276,"P","tr_2","433d"
2563,"O","69",425,"RZ","TOA","ct_8",15466,"F","tr_0","354b"
2574,"O","13",1861,"NZ","TTP","ct_9",25999,"C","tr_1","477c"
2600,"O","04",1838,"CE","CDI","ct_9",26739,"C","tr_5","625c"
2602,"O","04",1820,"QA","AUT","ct_3",31958,"C","tr_4","432d"
2613,"O","13",1764,"SZ","CDI","ct_8",16011,"C","tr_1","633b"
2638,"O","05",1577,"GZ","CDI","ct_9",13442,"P","tr_4","552a"
2646,"O","05",3000,"QB","CDI","ct_7",19742,"D","tr_1","563a"
2661,"O","05",1820,"PZ","AUT","ct_2",22995,"C","tr_2","421b"
2678,"O","05",88,"SZ","CDD","ct_8",660,"C","tr_3","564b"
2682,"O","13",1820,"QB","CDI","ct_8",21773,"C","tr_1","431f"
2691,"O","05",3000,"QB","CDI","ct_7",10800,"D","tr_1","563a"
2703,"O","05",780,"GZ","CDI","ct_9",7369,"P","tr_2","554e"
2708,"O","05",1824,"OZ","AUT","ct_1",18927,"C","tr_6","532c"
2714,"O","05",341,"PZ","CDD","ct_8",3792,"P","tr_1","423b"
2715,"O","05",2068,"FZ","CDI","ct_9",21218,"C","tr_4","621c"
2720,"O","13",520,"NZ","CDI","ct_9",6645,"C","tr_6","684a"
2723,"O","05",1819,"QA","AUT","ct_3",20062,"C","tr_6","526a"
2738,"O","05",1614,"QB","CDI","ct_8",17597,"C","tr_4","525d"
2746,"O","05",1609,"FZ","CDI","ct_9",17803,"C","tr_3","632a"
2752,"O","05",1911,"GZ","CDI","ct_6",19319,"C","tr_2","554d"
2753,"O","04",1820,"PZ","AUT","ct_1",32969,"C","tr_4","341a"
2760,"O","69",2028,"CK","CDI","ct_9",34373,"C","tr_3","474c"
2774,"O","05",1827,"KZ","CDI","ct_9",19389,"C","tr_1","545b"
2775,"O","05",938,"QB","CDI","ct_8",12971,"P","tr_4","431f"
2779,"O","05",1463,"FZ","CDI","ct_9",14332,"C","tr_1","632a"
2780,"O","05",1196,"GZ","CDI","ct_9",13783,"P","tr_4","554e"
2788,"O","05",1533,"FZ","CDI","ct_9",31674,"C","tr_4","382c"
2789,"O","05",320,"GZ","CDI","ct_9",13010,"C","tr_4","551a"
2796,"O","05",1813,"RZ","CDI","ct_9",49253,"C","tr_1","461f"
2800,"O","05",846,"SZ","CDD","ct_8",14044,"C","tr_1","542a"
2805,"O","05",1813,"IZ","CDI","ct_8",17602,"C","tr_3","636d"
2810,"O","84",1560,"GZ","CDI","ct_9",66493,"P","tr_1","462b"
2823,"O","05",1923,"JA","CDI","ct_9",26295,"C","tr_1","461b"
2844,"O","06",2200,"CL","CDI","ct_9",51568,"C","tr_6","384b"
2845,"O","06",1824,"QA","AUT","ct_3",21463,"C","tr_6","526a"
2846,"O","06",1362,"CF","CDI","ct_9",37341,"P","tr_6","385a"
2854,"O","06",186,"QB","CDI","ct_7",2079,"F","tr_0","563b"
2858,"O","06",2200,"MB","CDI","ct_9",47673,"C","tr_2","465a"
2861,"O","06",676,"FZ","CDI","ct_6",6649,"C","tr_0","681b"
2862,"O","06",1766,"NZ","CDI","ct_9",20575,"C","tr_5","534a"
2871,"O","06",1300,"MC","CDI","ct_9",25001,"P","tr_1","312a"
2876,"O","06",1820,"MB","CDI","ct_9",61110,"C","tr_6","388a"
2878,"O","06",2028,"MA","CDI","ct_9",25417,"C","tr_1","543b"
2882,"O","06",741,"FZ","CDI","ct_6",8897,"P","tr_1","632g"
2886,"O","06",1138,"GZ","CDI","ct_9",18052,"C","tr_1","636b"
2888,"O","06",1820,"OZ","AUT","ct_2",33180,"C","tr_6","472d"
2889,"O","06",1368,"MA","CDI","ct_9",14299,"C","tr_3","472a"
2895,"O","06",3000,"RZ","CDI","ct_8",59985,"C","tr_3","424a"
2900,"O","06",1880,"LZ","CDI","ct_9",21557,"C","tr_3","462e"
2904,"O","06",1818,"OZ","CDI","ct_1",26124,"C","tr_5","461f"
2905,"O","06",2028,"MA","CDI","ct_9",36792,"C","tr_1","382b"
2906,"O","06",1820,"MA","CDI","ct_9",34902,"C","tr_1","542a"
2923,"O","06",1819,"PZ","CDI","ct_8",24795,"C","tr_3","373d"
2929,"O","06",1820,"GZ","CDI","ct_9",14124,"C","tr_2","542a"
2931,"O","06",1836,"QA","CDI","ct_3",40655,"C","tr_6","332b"
2938,"O","06",1820,"GZ","CDI","ct_9",24783,"C","tr_1","461d"
2939,"O","06",2035,"CI","CDI","ct_9",19012,"C","tr_2","672a"
2942,"O","06",524,"FZ","CDI","ct_9",14571,"C","tr_1","632g"
2948,"O","06",2028,"GZ","CDI","ct_9",16711,"C","tr_1","462a"
2952,"O","06",2028,"GZ","CDI","ct_9",16905,"C","tr_2","551a"
2957,"O","06",1775,"CE","CDI","ct_9",24153,"C","tr_5","676c"
2967,"O","92",2200,"JA","CDI","ct_6",52093,"C","tr_4","388a"
2969,"O","06",1844,"OZ","CDI","ct_8",21440,"C","tr_6","543b"
2972,"O","06",1820,"SZ","CDI","ct_9",15608,"C","tr_1","562b"
2976,"O","06",1822,"CE","CDI","ct_9",21500,"C","tr_6","461c"
2977,"O","06",2012,"NZ","CDI","ct_9",23684,"C","tr_1","464b"
2984,"O","06",1993,"MA","CDI","ct_6",25121,"C","tr_3","526a"
2990,"O","13",2604,"NZ","CDI","ct_9",35799,"C","tr_4","534a"
2993,"O","06",1541,"CE","CDI","ct_9",30477,"C","tr_6","385a"
2997,"O","29",845,"MB","CDD","ct_4",6308,"C","tr_4","636d"
3006,"O","06",1921,"JC","CDI","ct_9",45820,"C","tr_3","478c"
3007,"O","83",537,"IZ","CDD","ct_9",4761,"C","tr_0","561c"
3011,"O","06",2200,"EZ","CDI","ct_9",54608,"C","tr_5","386d"
3014,"O","06",720,"LZ","CDI","ct_9",8574,"P","tr_1","376g"
3019,"O","06",1977,"FZ","CDI","ct_9",56016,"C","tr_3","472c"
3021,"O","06",1832,"SZ","CDI","ct_8",47893,"C","tr_4","373d"
3022,"O","06",2200,"MC","CDI","ct_9",51818,"C","tr_4","479b"
3024,"O","06",1418,"HZ","CDI","ct_9",30428,"C","tr_6","387e"
3033,"O","06",1809,"HZ","CDI","ct_9",19312,"C","tr_6","521a"
3040,"O","06",1820,"QB","CDI","ct_8",18171,"C","tr_3","526d"
3042,"O","06",2028,"GZ","CDI","ct_9",23128,"C","tr_2","463b"
3046,"O","06",2026,"MA","CDI","ct_9",29418,"C","tr_5","534a"
3048,"O","06",1820,"PZ","CDI","ct_8",27197,"C","tr_4","341a"
3053,"O","06",899,"QB","CDI","ct_8",3846,"P","tr_3","676e"
3065,"O","06",1820,"GZ","CDI","ct_9",18767,"C","tr_1","554f"
3066,"O","06",1820,"FZ","CDI","ct_9",18991,"C","tr_1","542a"
3067,"O","06",1752,"QB","CDI","ct_9",15201,"C","tr_4","525d"
3072,"O","06",1046,"TZ","CDI","ct_7",11790,"C","tr_1","563c"
3078,"O","06",1702,"JC","CDI","ct_9",21330,"P","tr_3","388c"
3080,"O","06",1569,"QA","CDI","ct_9",17023,"C","tr_3","526b"
3082,"O","06",1820,"IZ","CDI","ct_9",31755,"C","tr_6","561f"
3087,"O","06",1814,"HZ","CDI","ct_9",21177,"C","tr_6","451a"
3095,"O","06",2143,"QA","CDI","ct_9",18154,"C","tr_1","526e"
3097,"O","06",2200,"CB","CDI","ct_9",25962,"C","tr_1","554e"
3102,"O","06",2319,"QB","CDI","ct_9",22792,"C","tr_4","526d"
3103,"O","06",1792,"GZ","CDI","ct_9",20822,"C","tr_2","477c"
3131,"O","06",1923,"NZ","CDI","ct_9",32320,"C","tr_3","374d"
3137,"O","06",1818,"GZ","CDI","ct_9",17380,"C","tr_6","554a"
3145,"O","06",1897,"PZ","CDI","ct_2",28832,"C","tr_4","333f"
3148,"O","06",1953,"GZ","CDI","ct_9",18301,"C","tr_6","551a"
3165,"O","06",288,"NZ","CDI","ct_9",2430,"P","tr_3","534a"
3168,"O","31",1820,"GZ","CDI","ct_9",25279,"C","tr_4","462e"
3171,"O","06",1930,"KZ","TOA","ct_9",16243,"C","tr_1","545b"
3180,"A","06",362,"FZ","CDD","ct_9",1982,"C","tr_1","681b"
3186,"O","13",1122,"JC","CDI","ct_9",16524,"C","tr_5","478c"
3188,"O","06",1809,"HZ","CDI","ct_9",19293,"C","tr_6","521a"
3189,"O","06",1824,"PZ","CDI","ct_9",32674,"C","tr_1","372d"
3195,"O","06",1353,"IZ","CDI","ct_9",13144,"P","tr_1","561c"
3210,"O","06",1820,"JC","CDI","ct_9",36524,"C","tr_3","388c"
3215,"O","06",2081,"JA","CDI","ct_9",46858,"C","tr_2","388a"
3217,"O","06",974,"RZ","CDD","ct_9",17043,"C","tr_4","636d"
3225,"O","06",2028,"SZ","CDI","ct_8",14002,"C","tr_1","435b"
3227,"O","06",2200,"PZ","CDI","ct_8",44190,"C","tr_3","421b"
3228,"O","06",1975,"GZ","CDI","ct_9",22837,"C","tr_2","542a"
3230,"O","06",1820,"SZ","CDI","ct_8",17280,"C","tr_4","525d"
3233,"O","06",1769,"QA","CDI","ct_8",19416,"C","tr_6","526a"
3237,"O","06",1155,"CA","CDI","ct_9",9148,"C","tr_2","554a"
3242,"O","06",1786,"CF","CDI","ct_9",27240,"C","tr_6","652a"
3249,"X","06",525,"QA","AUT","ct_3",6593,"C","tr_6","525d"
3254,"O","06",1827,"OZ","CDI","ct_1",23050,"C","tr_4","461f"
3256,"O","06",1653,"LZ","CDI","ct_9",23798,"C","tr_1","564a"
3266,"O","06",1805,"QB","CDI","ct_8",8790,"C","tr_5","676e"
3275,"O","06",2068,"CM","CDI","ct_9",21831,"C","tr_2","561c"
3276,"O","06",1891,"QA","CDI","ct_8",15702,"C","tr_6","525d"
3287,"O","06",1515,"GZ","CDI","ct_9",12767,"C","tr_1","554a"
3295,"O","06",1833,"MC","CDI","ct_9",15531,"C","tr_1","526b"
3307,"O","06",1815,"CE","CDI","ct_9",18405,"C","tr_6","543g"
3313,"O","06",2078,"IZ","CDI","ct_9",14621,"C","tr_2","561f"
3322,"O","06",2111,"GZ","CDI","ct_9",33547,"C","tr_3","433d"
3326,"O","69",1933,"HZ","CDI","ct_9",32263,"C","tr_4","634c"
3334,"X","06",224,"GZ","AUT","ct_9",2790,"C","tr_4","554h"
3335,"O","06",57,"QB","CDI","ct_9",930,"C","tr_4","525d"
3338,"O","06",2028,"GZ","CDI","ct_9",26672,"C","tr_1","554e"
3344,"O","06",737,"GZ","CDI","ct_9",6477,"P","tr_6","552a"
3347,"O","06",1825,"GZ","CDI","ct_9",20307,"C","tr_2","554f"
3363,"O","06",1859,"FZ","CDI","ct_9",25511,"C","tr_2","632f"
3366,"O","06",1820,"OZ","CDI","ct_2",20790,"C","tr_6","451g"
3375,"O","75",893,"RZ","TOA","ct_9",30219,"P","tr_3","465b"
3377,"O","06",1616,"KZ","CDI","ct_9",18565,"P","tr_5","467b"
3387,"O","06",2028,"IZ","CDI","ct_9",45784,"C","tr_3","488a"
3393,"O","06",2841,"QA","CDI","ct_8",24044,"C","tr_4","526a"
3394,"O","06",1806,"RZ","CDI","ct_9",25706,"C","tr_5","534a"
3399,"O","06",2109,"GZ","CDI","ct_9",30254,"C","tr_2","477c"
3404,"O","06",2200,"MB","CDI","ct_9",32776,"C","tr_6","653a"
3420,"O","06",2117,"MB","CDI","ct_9",28608,"C","tr_3","462e"
3426,"O","06",1854,"FZ","CDI","ct_9",30199,"C","tr_5","633a"
3434,"O","06",492,"NZ","CDI","ct_8",6503,"F","tr_1","534a"
3436,"O","06",379,"NZ","CDI","ct_8",19857,"C","tr_1","564a"
3448,"O","06",2308,"QB","CDI","ct_9",20872,"C","tr_4","525d"
3455,"O","06",1855,"NZ","CDI","ct_9",23762,"C","tr_2","463d"
3456,"O","06",2844,"QB","CDI","ct_7",26517,"D","tr_0","563a"
3457,"O","06",1820,"RZ","CDI","ct_2",26117,"C","tr_3","472d"
3465,"O","06",1743,"FZ","CDI","ct_9",47591,"C","tr_1","461b"
3476,"O","06",1848,"OZ","CDI","ct_8",24925,"C","tr_3","461f"
3478,"O","06",1820,"OZ","CDI","ct_4",17546,"C","tr_4","434d"
3484,"O","75",1654,"HZ","CDI","ct_9",39263,"P","tr_5","389a"
3485,"O","06",1508,"NZ","CDI","ct_6",19607,"P","tr_2","534a"
3487,"O","06",1820,"IZ","CDI","ct_9",25028,"C","tr_4","561b"
3489,"O","06",1898,"EZ","CDI","ct_9",22044,"C","tr_2","641a"
3491,"O","06",1872,"KZ","CDI","ct_9",45691,"C","tr_2","376d"
3494,"O","06",443,"NZ","CDI","ct_6",5614,"C","tr_2","534a"
3505,"O","06",1788,"IZ","CDI","ct_9",15669,"C","tr_4","561f"
3506,"O","06",1408,"PZ","CDI","ct_8",14519,"P","tr_2","422e"
3509,"O","75",1820,"CE","CDI","ct_9",39070,"C","tr_3","463d"
3513,"O","06",1457,"NZ","CDI","ct_9",27661,"C","tr_3","374d"
3518,"O","06",1827,"OZ","CDI","ct_8",27151,"C","tr_6","461f"
3521,"X","06",455,"LZ","AUT","ct_9",2031,"C","tr_0","461b"
3527,"O","06",441,"FZ","CDI","ct_9",4738,"P","tr_1","633a"
3528,"O","06",1820,"NZ","CDI","ct_9",32150,"C","tr_5","633a"
3533,"A","06",1896,"CG","APP","ct_9",9916,"C","tr_2","674d"
3539,"O","06",1963,"PZ","CDI","ct_8",27907,"C","tr_4","341a"
3545,"O","06",3000,"QB","CDI","ct_7",26055,"D","tr_1","563a"
3546,"O","06",1906,"QA","CDI","ct_3",19465,"C","tr_6","525d"
3548,"O","06",1827,"GZ","CDI","ct_9",23846,"C","tr_1","554e"
3555,"O","06",1879,"RZ","CDI","ct_9",16964,"C","tr_1","424a"
3562,"O","06",313,"SZ","CDI","ct_8",3866,"C","tr_4","534a"
3568,"O","06",1184,"NZ","CDI","ct_6",20221,"C","tr_5","534a"
3577,"O","76",1832,"NZ","CDI","ct_9",15496,"C","tr_4","534a"
3580,"O","06",862,"MA","CDI","ct_9",19426,"C","tr_3","542a"
3582,"O","06",1826,"NZ","CDI","ct_9",49934,"C","tr_4","461b"
3583,"O","06",1830,"HZ","CDI","ct_9",39655,"C","tr_6","333c"
3585,"O","06",1938,"IZ","CDI","ct_9",19947,"C","tr_1","561d"
3588,"O","06",457,"QB","CDD","ct_3",11155,"C","tr_6","632k"
3589,"O","06",2200,"JC","CDI","ct_9",52845,"C","tr_6","388a"
3592,"O","06",2128,"CA","CDI","ct_9",19875,"C","tr_1","554a"
3596,"O","06",1580,"QB","CDI","ct_7",16898,"P","tr_1","563b"
3599,"O","06",1517,"HZ","CDI","ct_9",16310,"P","tr_6","521a"
3611,"O","06",128,"PZ","CDI","ct_9",3579,"P","tr_5","342h"
3612,"O","06",750,"GZ","CDI","ct_9",12199,"C","tr_2","653a"
3625,"O","06",1248,"CM","CDI","ct_9",14557,"C","tr_1","676c"
3629,"O","06",1820,"NZ","CDI","ct_9",34246,"C","tr_2","543f"
3630,"O","06",1821,"HZ","CDI","ct_9",19420,"C","tr_2","451a"
3632,"O","06",736,"QB","CDI","ct_8",5791,"P","tr_3","563b"
3634,"O","06",945,"NZ","CDI","ct_9",16101,"P","tr_4","461f"
3639,"O","06",748,"IZ","CDI","ct_9",6733,"P","tr_3","561d"
3649,"O","06",1876,"JB","CDI","ct_9",12083,"C","tr_3","542a"
3652,"O","06",1019,"PZ","TOA","ct_1",10113,"P","tr_3","341a"
3669,"O","06",1821,"EZ","CDI","ct_9",24845,"C","tr_1","641a"
3672,"O","06",1233,"CH","CDI","ct_9",10068,"P","tr_5","684a"
3673,"O","36",1820,"HZ","CDI","ct_9",19473,"C","tr_6","676c"
3675,"O","92",1923,"MA","CDI","ct_9",30110,"C","tr_5","388a"
3676,"O","06",1877,"IZ","CDI","ct_9",17836,"C","tr_3","636d"
3677,"X","95",538,"MA","AUT","ct_9",3799,"C","tr_1","464a"
3681,"O","78",899,"MC","CDD","ct_9",7578,"P","tr_5","543h"
3691,"O","06",1660,"FZ","CDI","ct_9",27527,"C","tr_3","481a"
3714,"O","06",2040,"GZ","CDI","ct_9",28550,"C","tr_1","477c"
3725,"O","06",2001,"JC","CDI","ct_9",30530,"C","tr_6","388a"
3726,"O","06",1859,"CE","CDI","ct_9",19773,"C","tr_6","625c"
3727,"O","35",1672,"CC","CDI","ct_9",27877,"C","tr_3","463c"
3733,"O","06",1820,"PZ","CDI","ct_8",38605,"C","tr_3","341a"
3736,"O","06",1910,"GZ","CDI","ct_9",22316,"C","tr_3","462b"
3753,"O","06",1820,"HZ","CDI","ct_9",26976,"C","tr_6","333c"
3757,"O","06",1925,"QA","CDI","ct_9",38228,"C","tr_6","431e"
3761,"O","06",2113,"IZ","CDI","ct_9",25436,"C","tr_1","636d"
3762,"O","06",2018,"CI","CDI","ct_9",45150,"C","tr_3","388a"
3763,"O","06",1185,"GZ","CDI","ct_9",23139,"P","tr_1","372b"
3765,"O","06",1820,"OZ","CDI","ct_1",53349,"C","tr_4","373b"
3771,"O","06",1710,"JC","CDI","ct_9",34119,"C","tr_6","388a"
3774,"O","06",704,"SZ","CDI","ct_9",21926,"C","tr_5","541d"
3775,"O","06",1781,"HZ","CDI","ct_9",26284,"C","tr_6","451a"
3783,"O","06",1820,"PZ","CDI","ct_8",29207,"C","tr_4","341a"
3784,"O","06",1976,"PZ","CDI","ct_6",24326,"C","tr_1","461b"
3797,"O","06",2028,"GZ","CDI","ct_9",24669,"C","tr_1","554b"
3799,"O","06",1848,"EZ","CDI","ct_9",25952,"C","tr_4","477d"
3800,"O","06",1820,"MA","CDI","ct_9",25802,"C","tr_2","387b"
3807,"O","59",1735,"MA","CDI","ct_9",39391,"C","tr_3","372d"
3810,"O","91",1820,"PZ","AUT","ct_1",25328,"C","tr_5","341a"
3819,"O","06",3000,"QB","CDI","ct_7",14474,"D","tr_1","563a"
3829,"X","06",875,"PZ","AUT","ct_1",7573,"P","tr_4","422e"
3833,"O","06",909,"QA","CDI","ct_8",10413,"P","tr_5","632k"
3844,"O","06",1521,"EZ","CDI","ct_5",30973,"C","tr_6","485a"
3848,"O","06",415,"TZ","CDI","ct_7",8317,"C","tr_0","563a"
3853,"O","06",1839,"NZ","CDI","ct_8",20392,"C","tr_1","564a"
3855,"O","06",1513,"HZ","CDD","ct_9",16174,"C","tr_5","641b"
3858,"O","06",1800,"QB","CDI","ct_8",15534,"C","tr_3","526d"
3861,"O","06",1775,"JA","CDI","ct_9",33985,"C","tr_1","352a"
3873,"O","06",1819,"EZ","CDI","ct_9",49766,"C","tr_5","485a"
3895,"O","06",1820,"QA","CDI","ct_8",30003,"C","tr_3","433a"
3904,"O","06",1827,"QA","CDI","ct_3",18369,"C","tr_6","526a"
3905,"O","06",1950,"GZ","CDI","ct_9",34398,"C","tr_4","374d"
3910,"O","06",1872,"GZ","CDI","ct_9",18371,"C","tr_3","552a"
3919,"O","06",1820,"CJ","CDI","ct_9",22178,"C","tr_6","543g"
3921,"O","06",1976,"GZ","CDI","ct_9",23818,"C","tr_2","543b"
3937,"X","06",2015,"QA","AUT","ct_9",19603,"C","tr_1","526b"
3940,"O","06",1818,"TZ","CDI","ct_7",18367,"C","tr_1","563c"
3943,"O","06",1864,"IZ","CDI","ct_6",15460,"C","tr_1","561f"
3945,"O","06",1971,"QA","CDI","ct_9",26048,"C","tr_6","526a"
3947,"O","06",1215,"CE","CDI","ct_9",14197,"C","tr_4","462e"
3962,"O","06",2184,"IZ","CDI","ct_9",27172,"C","tr_1","488a"
3963,"O","06",910,"CA","CDI","ct_6",9053,"C","tr_2","554a"
3966,"O","06",870,"NZ","CDI","ct_9",7265,"P","tr_3","534a"
3967,"O","06",1662,"QB","CDI","ct_7",6928,"D","tr_1","563a"
